Date,Store,DayOfWeek,Sales,Promo,StateHoliday,SchoolHoliday
2038-09-20,2,3,19357,0,0,0
2038-09-21,18,5,19628,1,c,1
2038-09-22,7,4,10849,0,a,0
2038-09-23,17,6,9604,1,a,1
2038-09-24,14,2,14767,0,c,1
2038-09-25,7,1,16111,1,c,1
2038-09-26,3,7,8221,0,0,1
2038-09-27,6,3,8814,1,0,1
2038-09-28,2,1,12602,0,b,1
2038-09-29,17,4,13284,1,0,1
2038-09-30,12,7,18766,0,0,0
2038-10-01,12,3,16510,1,c,0
2038-10-02,17,1,2123,1,a,0
2038-10-03,10,5,13521,1,b,0
2038-10-04,3,1,3243,0,0,0
2038-10-05,18,7,3589,0,c,1
2038-10-06,13,5,10970,0,b,1
2038-10-07,12,7,18513,1,b,1
2038-10-08,17,2,15630,0,c,0
2038-10-09,4,4,12714,1,0,1
2038-10-10,10,6,10749,1,0,1
2038-10-11,11,1,5501,1,0,0
2038-10-12,6,3,2706,1,0,0
2038-10-13,6,7,19985,1,b,1
2038-10-14,9,7,9566,1,a,1
2038-10-15,15,4,2612,1,b,1
2038-10-16,2,1,17838,0,b,1
2038-10-17,4,3,5297,0,c,0
2038-10-18,5,3,18859,1,b,0
2038-10-19,17,7,16546,1,0,0
2038-10-20,8,6,16967,0,c,1
2038-10-21,8,7,10045,1,c,1
2038-10-22,12,6,2391,0,c,0
2038-10-23,8,7,11579,1,c,1
2038-10-24,19,7,9453,1,c,1
2038-10-25,3,3,9008,0,0,0
2038-10-26,18,6,16948,0,a,0
2038-10-27,19,3,6425,1,a,1
2038-10-28,19,1,15157,1,c,0
2038-10-29,15,7,18021,0,a,1
2038-10-30,6,2,9356,0,b,1
2038-10-31,16,6,3805,0,a,1
2038-11-01,8,5,16447,1,b,1
2038-11-02,16,5,2223,0,0,1
2038-11-03,18,5,4342,1,c,1
2038-11-04,16,2,17872,0,b,0
2038-11-05,11,3,9856,0,0,0
2038-11-06,7,3,18630,0,0,1
2038-11-07,17,4,7061,0,c,1
2038-11-08,17,5,14532,1,a,1
2038-11-09,12,5,1880,1,0,0
2038-11-10,13,3,17818,0,a,1
2038-11-11,10,5,7124,1,a,0
2038-11-12,7,3,6184,1,a,0
2038-11-13,14,7,19368,1,b,1
2038-11-14,1,7,14223,0,a,0
2038-11-15,17,3,10984,0,a,0
2038-11-16,4,6,3798,1,0,0
2038-11-17,5,3,8603,0,c,1
2038-11-18,7,1,14283,0,b,0
2038-11-19,10,1,12704,0,a,1
2038-11-20,17,1,14320,0,c,0
2038-11-21,7,1,2493,1,a,0
2038-11-22,1,2,16707,1,a,0
2038-11-23,7,4,19009,0,0,0
2038-11-24,11,4,19231,1,c,0
2038-11-25,9,3,4246,1,0,1
2038-11-26,12,7,16925,1,0,1
2038-11-27,3,5,2316,1,a,0
2038-11-28,4,1,19334,1,a,0
2038-11-29,4,4,17607,0,a,0
2038-11-30,13,4,3026,1,c,0
2038-12-01,19,1,2547,1,c,1
2038-12-02,10,7,16289,0,c,1
2038-12-03,5,2,4778,0,c,0
2038-12-04,7,2,17118,0,a,1
2038-12-05,16,4,7511,1,a,0
2038-12-06,1,2,8757,1,0,0
2038-12-07,12,6,2523,0,a,1
2038-12-08,2,1,19356,1,c,1
2038-12-09,7,7,13720,0,b,0
2038-12-10,11,4,14574,0,a,0
2038-12-11,13,1,13795,1,c,0
2038-12-12,2,2,18000,0,0,1
2038-12-13,7,1,16862,1,a,0
2038-12-14,15,2,13433,0,b,1
2038-12-15,11,7,19477,0,c,0
2038-12-16,2,2,8484,0,a,1
2038-12-17,7,1,13408,1,c,1
2038-12-18,4,7,18450,0,b,1
2038-12-19,11,2,19530,0,b,0
2038-12-20,2,6,1705,0,0,0
2038-12-21,16,3,19742,1,b,0
2038-12-22,7,1,14525,1,a,1
2038-12-23,13,3,4812,1,b,1
2038-12-24,5,1,12652,1,a,1
2038-12-25,17,2,3319,1,a,1
2038-12-26,12,2,9163,0,c,1
2038-12-27,19,7,1209,0,a,1
2038-12-28,7,4,5834,0,a,1
2038-12-29,6,6,13446,0,0,0
2038-12-30,8,4,4962,1,c,1
2038-12-31,13,3,14028,0,a,1
2039-01-01,5,2,19774,1,0,1
2039-01-02,2,4,12717,1,c,1
2039-01-03,9,2,5794,1,b,1
2039-01-04,11,1,17229,0,a,0
2039-01-05,6,4,3444,1,b,1
2039-01-06,7,3,11775,0,c,1
2039-01-07,7,7,9332,1,c,1
2039-01-08,19,4,3607,0,0,0
2039-01-09,6,2,19602,0,a,1
2039-01-10,11,5,19181,1,a,1
2039-01-11,11,5,10168,1,0,0
2039-01-12,7,7,3573,0,b,1
2039-01-13,2,7,19973,0,c,1
2039-01-14,19,6,4283,1,0,0
2039-01-15,4,7,10991,1,c,0
2039-01-16,6,2,18845,1,b,0
2039-01-17,17,1,1713,0,b,1
2039-01-18,5,4,19807,1,b,1
2039-01-19,7,7,2890,0,a,1
2039-01-20,9,5,6375,1,c,1
2039-01-21,1,1,16579,1,c,1
2039-01-22,1,2,10870,1,0,0
2039-01-23,19,1,19531,0,c,1
2039-01-24,6,2,10109,0,a,0
2039-01-25,18,6,11716,0,0,1
2039-01-26,10,4,19190,0,b,0
2039-01-27,11,1,16817,1,c,0
2039-01-28,1,4,5051,1,a,1
2039-01-29,1,1,9751,1,a,0
2039-01-30,13,2,14640,0,c,1
2039-01-31,5,2,11103,0,a,1
2039-02-01,1,1,4762,1,b,0
2039-02-02,3,6,12743,1,c,0
2039-02-03,18,2,11087,0,c,1
2039-02-04,9,3,13122,0,c,1
2039-02-05,14,3,16841,0,0,1
2039-02-06,17,4,11042,0,b,1
2039-02-07,14,7,7173,1,a,0
2039-02-08,4,3,19516,0,c,1
2039-02-09,5,3,7932,1,c,0
2039-02-10,17,6,18909,1,a,1
2039-02-11,2,6,17712,1,b,1
2039-02-12,5,7,3657,0,a,1
2039-02-13,4,5,9779,1,a,0
2039-02-14,4,7,7833,1,c,0
2039-02-15,6,5,8907,1,0,0
2039-02-16,13,6,2598,0,0,1
2039-02-17,5,5,4851,1,0,1
2039-02-18,7,6,8582,1,0,0
2039-02-19,1,5,12009,1,0,1
2039-02-20,14,2,8823,0,c,0
2039-02-21,4,6,5607,0,0,0
2039-02-22,17,7,6507,1,a,1
2039-02-23,14,4,6934,1,c,0
2039-02-24,16,4,10203,0,a,1
2039-02-25,14,6,5659,0,0,1
2039-02-26,16,3,5398,0,b,0
2039-02-27,8,4,7242,1,0,1
2039-02-28,3,7,11796,0,c,0
2039-03-01,19,3,15377,0,a,0
2039-03-02,1,4,7611,0,b,0
2039-03-03,2,1,15775,0,b,1
2039-03-04,15,1,7712,1,b,0
2039-03-05,10,6,19407,0,a,1
2039-03-06,18,7,5507,1,c,0
2039-03-07,14,7,14937,0,b,1
2039-03-08,17,4,13343,1,a,0
2039-03-09,13,2,15035,1,a,0
2039-03-10,1,3,12533,1,0,1
2039-03-11,5,4,17579,1,a,0
2039-03-12,13,6,16438,0,c,0
2039-03-13,14,3,14968,1,c,1
2039-03-14,3,5,18490,1,b,1
2039-03-15,15,6,11376,1,a,0
2039-03-16,19,4,1718,1,a,0
2039-03-17,17,2,8076,1,0,1
2039-03-18,3,5,4995,0,0,0
2039-03-19,16,6,1305,1,a,1
2039-03-20,14,4,9579,1,a,1
2039-03-21,12,1,9916,1,a,0
2039-03-22,12,7,15177,1,0,1
2039-03-23,11,4,14202,1,0,1
2039-03-24,17,1,3596,0,c,0
2039-03-25,8,1,15841,0,b,0
2039-03-26,17,6,19819,0,b,0
2039-03-27,11,4,16788,1,b,0
2039-03-28,2,7,19287,1,b,1
2039-03-29,10,4,16883,0,0,1
2039-03-30,10,1,10896,1,0,1
2039-03-31,11,3,14376,0,a,0
2039-04-01,6,5,15838,1,c,1
2039-04-02,4,2,13857,1,c,0
2039-04-03,12,4,2283,1,b,1
2039-04-04,11,5,15920,0,a,0
2039-04-05,13,5,1247,0,a,0
2039-04-06,5,3,7642,0,0,1
2039-04-07,6,5,18365,0,a,0
2039-04-08,1,4,5363,0,c,1
2039-04-09,6,6,14951,0,c,1
2039-04-10,18,6,18949,1,a,1
2039-04-11,9,5,19525,0,0,1
2039-04-12,15,4,1735,0,c,0
2039-04-13,8,4,11851,0,0,1
2039-04-14,19,1,15406,0,0,1
2039-04-15,16,3,15928,1,c,1
2039-04-16,6,7,17832,0,0,0
2039-04-17,6,2,8534,0,b,1
2039-04-18,3,7,2835,0,b,0
2039-04-19,10,1,5715,0,b,1
2039-04-20,1,2,1613,1,a,1
2039-04-21,14,7,1876,1,c,1
2039-04-22,4,4,11767,1,b,1
2039-04-23,12,6,10325,0,0,1
2039-04-24,6,1,1671,0,b,0
2039-04-25,11,7,2630,0,0,0
2039-04-26,12,5,1360,1,c,1
2039-04-27,10,5,15713,1,b,1
2039-04-28,18,2,11584,0,c,1
2039-04-29,7,4,4901,0,b,0
2039-04-30,7,6,18181,0,0,1
2039-05-01,11,2,19167,1,0,0
2039-05-02,4,7,15790,0,a,1
2039-05-03,1,7,17450,1,a,1
2039-05-04,13,6,16314,1,a,1
2039-05-05,18,7,3090,1,b,0
2039-05-06,9,3,12707,1,c,1
2039-05-07,9,6,2055,0,b,0
2039-05-08,9,5,7256,1,0,1
2039-05-09,10,7,15141,0,c,0
2039-05-10,2,7,13746,1,0,0
2039-05-11,6,1,4347,0,a,1
2039-05-12,15,1,10361,1,0,0
2039-05-13,3,1,14668,1,b,1
2039-05-14,11,6,5101,1,0,1
2039-05-15,6,5,8507,0,0,1
2039-05-16,3,6,16327,1,0,1
2039-05-17,11,4,9685,1,c,0
2039-05-18,15,5,4179,1,0,1
2039-05-19,13,5,13035,1,0,0
2039-05-20,10,6,18747,0,a,1
2039-05-21,6,6,16009,0,a,0
2039-05-22,15,1,12590,0,b,1
2039-05-23,18,5,2056,0,a,0
2039-05-24,18,1,1142,1,0,1
2039-05-25,7,4,12507,1,a,1
2039-05-26,15,3,11076,1,c,1
2039-05-27,18,1,19648,0,b,0
2039-05-28,18,6,19308,1,a,1
2039-05-29,9,7,13237,0,b,1
2039-05-30,2,2,3481,0,b,0
2039-05-31,8,3,11082,0,b,0
2039-06-01,2,4,8896,1,c,1
2039-06-02,11,7,8050,1,0,0
2039-06-03,7,6,7011,1,c,0
2039-06-04,6,3,16330,0,b,1
2039-06-05,10,6,12414,1,a,0
2039-06-06,5,1,5150,1,a,0
2039-06-07,11,7,16876,0,c,0
2039-06-08,1,6,8004,1,a,1
2039-06-09,2,7,10198,1,b,0
2039-06-10,1,4,2220,0,b,1
2039-06-11,19,2,5661,0,0,1
2039-06-12,2,1,5866,1,b,0
2039-06-13,4,1,2797,0,a,1
2039-06-14,12,7,6974,1,0,1
2039-06-15,18,4,14165,1,a,1
2039-06-16,1,4,19001,0,c,1
2039-06-17,1,3,8005,0,0,0
2039-06-18,14,2,5612,0,b,1
2039-06-19,4,6,19416,0,0,1
2039-06-20,5,3,10865,1,b,1
2039-06-21,11,6,12891,0,b,0
2039-06-22,13,6,11283,0,a,0
2039-06-23,16,6,5953,0,b,1
2039-06-24,13,3,8051,0,b,1
2039-06-25,2,1,13545,1,b,0
2039-06-26,16,4,14248,0,a,0
2039-06-27,6,1,18276,0,b,0
2039-06-28,14,2,18355,1,c,1
2039-06-29,1,3,17486,0,a,0
2039-06-30,17,2,16139,1,c,0
2039-07-01,11,4,16508,1,0,1
2039-07-02,19,4,4246,1,a,1
2039-07-03,3,5,14965,1,c,0
2039-07-04,11,2,4417,0,a,1
2039-07-05,5,1,7445,1,b,1
2039-07-06,17,7,6417,0,a,1
2039-07-07,7,2,16494,1,0,0
2039-07-08,10,3,14366,1,c,1
2039-07-09,11,4,14302,0,a,1
2039-07-10,3,4,4659,0,b,1
2039-07-11,10,2,8506,1,c,1
2039-07-12,10,2,6673,0,c,1
2039-07-13,14,6,3157,1,c,1
2039-07-14,12,2,17965,0,0,1
2039-07-15,15,6,1795,1,b,1
2039-07-16,10,3,12389,0,b,1
2039-07-17,10,3,19267,0,c,0
2039-07-18,19,1,12559,1,a,1
2039-07-19,1,2,14490,1,c,1
2039-07-20,10,1,7044,1,b,1
2039-07-21,2,7,10001,0,0,1
2039-07-22,17,5,1572,0,0,1
2039-07-23,7,3,2206,1,c,1
2039-07-24,7,4,17283,0,0,0
2039-07-25,9,6,14096,1,0,1
2039-07-26,2,5,3460,0,a,1
2039-07-27,14,4,5925,0,0,0
2039-07-28,17,5,19997,0,a,0
2039-07-29,1,1,2715,1,c,0
2039-07-30,9,1,15439,0,b,1
2039-07-31,19,6,2569,0,b,1
2039-08-01,4,3,18060,0,a,1
2039-08-02,8,7,14232,0,b,1
2039-08-03,13,6,11025,1,c,1
2039-08-04,4,7,15605,0,b,1
2039-08-05,9,4,3513,0,0,0
2039-08-06,9,5,9992,0,c,1
2039-08-07,18,6,10333,0,c,1
2039-08-08,12,7,17225,1,b,0
2039-08-09,10,2,14923,0,b,1
2039-08-10,11,2,3031,0,a,0
2039-08-11,7,3,18892,0,0,0
2039-08-12,9,7,10302,0,b,0
2039-08-13,6,6,5329,1,b,0
2039-08-14,19,4,18296,0,a,1
2039-08-15,16,2,6322,0,b,1
2039-08-16,15,3,2055,1,0,1
2039-08-17,7,6,8107,0,0,1
2039-08-18,16,3,6670,1,c,1
2039-08-19,5,4,13381,0,c,1
2039-08-20,16,2,14833,0,0,0
2039-08-21,1,2,19134,0,a,0
2039-08-22,19,2,8575,0,c,0
2039-08-23,5,7,12363,0,0,0
2039-08-24,7,1,4012,0,0,0
2039-08-25,19,7,12754,0,c,1
2039-08-26,5,2,6138,0,0,1
2039-08-27,17,5,17198,0,0,0
2039-08-28,8,1,5391,0,0,0
2039-08-29,1,6,13812,0,0,1
2039-08-30,2,7,14412,0,c,1
2039-08-31,15,1,8322,1,a,1
2039-09-01,18,1,10809,0,0,1
2039-09-02,11,7,6224,1,b,1
2039-09-03,10,7,8951,1,a,0
2039-09-04,4,1,14837,0,b,0
2039-09-05,5,3,12391,1,b,0
2039-09-06,4,5,13688,0,0,1
2039-09-07,13,4,10787,0,c,0
2039-09-08,13,2,2989,1,b,0
2039-09-09,18,7,3604,1,b,0
2039-09-10,2,1,19791,1,b,1
2039-09-11,16,4,1063,0,0,1
2039-09-12,1,7,13152,1,0,1
2039-09-13,19,3,12013,1,c,1
2039-09-14,9,4,5027,1,0,0
2039-09-15,3,1,15959,0,a,0
2039-09-16,7,6,1101,0,c,1
2039-09-17,10,5,12490,1,0,1
2039-09-18,1,4,17056,1,0,1
2039-09-19,10,7,4135,1,b,0
2039-09-20,9,1,18564,1,0,1
2039-09-21,15,7,6509,1,b,0
2039-09-22,15,1,3728,1,0,1
2039-09-23,3,2,8631,1,0,1
2039-09-24,5,6,11884,0,0,1
2039-09-25,9,2,17788,1,0,0
2039-09-26,9,6,3873,1,0,1
2039-09-27,7,5,16491,0,c,0
2039-09-28,12,2,4268,1,0,0
2039-09-29,9,5,11274,0,0,1
2039-09-30,6,7,19851,1,b,0
2039-10-01,2,3,16758,0,a,1
2039-10-02,9,3,19305,1,a,1
2039-10-03,17,6,4959,1,c,1
2039-10-04,1,6,14894,0,0,1
2039-10-05,19,2,5848,0,a,0
2039-10-06,6,3,12177,0,b,0
2039-10-07,5,4,16690,1,b,1
2039-10-08,2,4,1679,1,c,1
2039-10-09,9,7,18131,1,b,0
2039-10-10,14,4,18705,1,a,0
2039-10-11,4,7,16942,1,a,0
2039-10-12,4,3,13342,0,a,0
2039-10-13,15,4,5789,1,0,1
2039-10-14,8,5,1533,0,b,0
2039-10-15,4,1,19202,0,b,0
2039-10-16,16,6,16534,1,0,1
2039-10-17,4,2,19725,1,a,1
2039-10-18,16,7,7694,0,b,0
2039-10-19,12,5,6006,1,a,1
2039-10-20,16,4,5545,0,0,0
2039-10-21,19,1,10660,1,a,1
2039-10-22,8,2,5907,0,c,0
2039-10-23,6,5,5485,1,0,1
2039-10-24,10,2,2235,1,a,0
2039-10-25,5,7,11906,1,0,1
2039-10-26,18,7,10900,0,b,0
2039-10-27,10,6,16894,1,c,1
2039-10-28,10,3,2145,0,0,1
2039-10-29,7,7,15476,1,a,1
2039-10-30,18,4,2475,1,b,1
2039-10-31,1,5,11047,0,a,1
2039-11-01,7,5,13156,0,a,0
2039-11-02,1,1,16676,0,0,1
2039-11-03,15,1,2604,1,0,1
2039-11-04,4,1,15932,1,a,0
2039-11-05,10,2,14593,1,0,0
2039-11-06,9,4,12471,1,a,1
2039-11-07,2,2,6047,1,0,1
2039-11-08,14,4,11196,1,c,1
2039-11-09,16,5,9175,1,0,0
2039-11-10,1,7,15983,0,a,1
2039-11-11,2,7,2836,1,b,0
2039-11-12,7,2,14992,0,0,0
2039-11-13,10,2,7476,1,c,0
2039-11-14,1,2,17069,0,c,1
2039-11-15,13,3,10316,0,c,1
2039-11-16,1,6,18766,0,c,1
2039-11-17,5,4,10962,1,a,1
2039-11-18,16,7,4400,0,c,0
2039-11-19,15,4,14929,0,b,1
2039-11-20,17,2,19588,0,0,0
2039-11-21,16,3,13494,0,c,1
2039-11-22,13,2,10972,1,0,0
2039-11-23,11,4,2628,1,a,1
2039-11-24,17,6,7764,1,0,1
2039-11-25,17,7,10521,1,a,0
2039-11-26,2,6,6745,0,a,1
2039-11-27,13,5,10751,1,0,1
2039-11-28,14,3,2290,0,c,0
2039-11-29,11,6,19970,1,b,0
2039-11-30,10,3,7123,0,0,0
2039-12-01,3,2,5930,0,b,0
2039-12-02,17,5,3550,0,0,1
2039-12-03,15,4,18339,0,b,1
2039-12-04,9,6,9771,1,0,0
2039-12-05,10,6,11129,1,b,1
2039-12-06,8,1,17340,0,b,1
2039-12-07,13,7,19381,0,0,0
2039-12-08,18,4,7983,1,0,0
2039-12-09,5,6,10857,1,a,1
2039-12-10,6,6,3130,1,b,1
2039-12-11,17,4,4740,0,0,0
2039-12-12,11,5,19884,0,c,0
2039-12-13,16,3,6307,0,c,0
2039-12-14,9,4,13904,0,a,1
2039-12-15,2,3,7767,1,c,0
2039-12-16,5,5,18881,0,0,0
2039-12-17,1,5,14582,1,b,1
2039-12-18,4,2,4144,0,0,0
2039-12-19,4,1,11143,1,c,0
2039-12-20,3,5,10651,0,c,0
2039-12-21,9,5,9025,1,0,1
2039-12-22,12,3,17676,1,a,1
2039-12-23,10,5,9846,0,0,0
2039-12-24,2,4,12176,1,a,1
2039-12-25,11,2,8604,1,c,0
2039-12-26,10,2,8139,1,b,1
2039-12-27,6,4,17211,0,b,1
2039-12-28,18,6,8828,0,0,0
2039-12-29,2,5,7203,0,a,0
2039-12-30,2,7,19005,0,c,1
2039-12-31,10,1,8871,1,b,1
2040-01-01,16,5,15662,1,0,1
2040-01-02,12,2,5014,0,0,1
2040-01-03,1,1,12445,1,c,0
2040-01-04,8,7,12038,0,c,1
2040-01-05,16,6,14072,0,0,0
2040-01-06,18,3,14054,1,0,0
2040-01-07,13,3,4505,0,0,1
2040-01-08,15,7,9710,1,a,1
2040-01-09,12,5,15418,0,c,1
2040-01-10,8,5,17411,0,0,0
2040-01-11,10,1,1265,0,c,0
2040-01-12,14,1,10498,1,0,1
2040-01-13,5,6,15732,0,0,1
2040-01-14,18,5,18194,1,0,1
2040-01-15,19,2,15149,0,c,0
2040-01-16,15,3,1610,0,0,0
2040-01-17,6,6,13480,1,0,1
2040-01-18,11,1,14493,1,c,0
2040-01-19,11,2,6027,1,0,0
2040-01-20,18,5,14638,1,b,0
2040-01-21,18,4,6724,1,b,0
2040-01-22,10,1,1202,1,0,1
2040-01-23,2,6,1401,0,a,1
2040-01-24,9,4,3027,1,c,1
2040-01-25,14,2,14955,0,0,0
2040-01-26,19,7,15807,0,c,1
2040-01-27,10,3,10081,0,a,1
2040-01-28,4,7,1178,1,a,0
2040-01-29,6,7,6817,0,c,0
2040-01-30,14,7,2979,0,a,0
2040-01-31,4,2,8185,0,a,1
2040-02-01,15,3,4984,1,c,1
2040-02-02,16,2,11236,0,a,0
2040-02-03,7,7,3983,1,b,1
2040-02-04,17,1,15635,0,0,1
2040-02-05,19,7,9542,1,b,0
2040-02-06,19,1,5282,1,b,0
2040-02-07,17,6,12610,0,0,1
2040-02-08,6,7,13022,0,b,1
2040-02-09,11,4,8988,1,0,0
2040-02-10,16,2,13596,1,0,0
2040-02-11,8,7,11416,1,c,0
2040-02-12,11,2,13535,0,0,0
2040-02-13,7,7,13503,0,0,1
2040-02-14,19,4,5808,0,a,1
2040-02-15,10,7,6888,0,a,1
2040-02-16,9,5,6737,0,b,1
2040-02-17,4,6,3358,1,0,1
2040-02-18,15,2,6390,1,0,0
2040-02-19,13,6,1406,1,c,0
2040-02-20,2,2,17449,1,0,0
2040-02-21,2,2,1227,1,c,0
2040-02-22,16,5,14169,1,0,1
2040-02-23,9,7,19568,0,a,1
2040-02-24,13,1,11433,1,a,0
2040-02-25,3,6,16713,0,a,1
2040-02-26,9,4,10121,0,b,0
2040-02-27,13,6,11795,0,0,1
2040-02-28,2,7,18564,0,a,1
2040-02-29,8,5,16835,1,c,1
2040-03-01,9,3,10231,1,a,1
2040-03-02,16,3,2101,0,0,1
2040-03-03,2,5,3099,0,a,1
2040-03-04,6,7,1513,1,0,1
2040-03-05,8,5,12324,1,0,0
2040-03-06,5,1,16491,1,a,0
2040-03-07,9,6,14693,0,c,1
2040-03-08,1,7,16923,1,b,0
2040-03-09,9,6,2832,1,0,0
2040-03-10,10,3,11872,0,b,0
2040-03-11,4,7,11290,0,a,0
2040-03-12,3,4,8137,1,0,0
2040-03-13,10,6,12358,0,0,1
2040-03-14,15,2,6807,0,a,1
2040-03-15,11,2,16882,0,b,1
2040-03-16,14,1,15859,0,c,0
2040-03-17,6,7,16137,0,a,0
2040-03-18,12,1,12079,1,a,1
2040-03-19,13,7,5343,1,c,0
2040-03-20,17,3,5628,1,c,1
2040-03-21,16,4,9981,1,c,1
2040-03-22,3,4,2300,1,c,0
2040-03-23,2,5,2947,0,a,0
2040-03-24,11,1,3242,1,c,0
2040-03-25,9,7,16629,1,b,1
2040-03-26,3,6,18742,0,c,1
2040-03-27,18,2,4656,1,0,1
2040-03-28,15,6,17691,1,0,1
2040-03-29,14,2,2450,1,c,0
2040-03-30,2,3,8366,1,a,1
2040-03-31,17,2,19507,0,a,0
2040-04-01,8,6,3842,0,b,1
2040-04-02,10,6,17017,0,a,1
2040-04-03,18,4,14836,0,b,1
2040-04-04,19,7,15186,1,b,1
2040-04-05,8,4,2664,1,b,1
2040-04-06,8,1,15420,1,c,1
2040-04-07,3,6,4948,1,a,0
2040-04-08,3,7,4634,1,0,1
2040-04-09,12,3,17598,1,b,0
2040-04-10,17,2,4072,1,0,0
2040-04-11,4,1,3459,0,b,1
2040-04-12,17,5,4706,0,a,1
2040-04-13,14,5,18590,0,c,1
2040-04-14,19,7,9601,0,b,0
2040-04-15,9,2,4469,0,b,0
2040-04-16,12,2,5847,0,0,0
2040-04-17,5,7,1348,0,c,0
2040-04-18,11,2,4651,1,a,1
2040-04-19,3,4,3878,1,b,0
2040-04-20,15,2,12857,1,a,0
2040-04-21,14,5,5749,1,c,0
2040-04-22,11,2,12261,0,0,0
2040-04-23,8,6,12304,0,c,1
2040-04-24,4,7,1002,0,c,1
2040-04-25,12,3,18501,0,c,1
2040-04-26,8,5,13694,1,c,1
2040-04-27,6,3,15353,1,a,1
2040-04-28,15,5,2517,1,a,0
2040-04-29,12,1,11087,1,0,0
2040-04-30,16,6,14175,0,b,0
2040-05-01,16,5,19763,0,b,0
2040-05-02,4,6,18232,1,c,0
2040-05-03,11,5,6036,1,c,1
2040-05-04,13,3,17589,1,a,0
2040-05-05,9,3,1520,1,b,1
2040-05-06,4,7,16705,1,0,1
2040-05-07,12,5,7258,1,c,1
2040-05-08,9,5,3134,0,a,0
2040-05-09,13,4,16454,0,c,0
2040-05-10,16,6,5838,1,c,0
2040-05-11,6,6,19859,0,a,1
2040-05-12,10,6,1785,0,b,1
2040-05-13,13,6,9143,0,b,0
2040-05-14,7,1,16050,1,c,1
2040-05-15,19,1,14635,0,b,1
2040-05-16,19,2,11982,0,a,1
2040-05-17,17,5,14409,0,b,0
2040-05-18,13,5,16988,0,c,1
2040-05-19,13,5,19541,0,c,0
2040-05-20,2,5,4528,0,a,0
2040-05-21,10,6,4559,0,c,1
2040-05-22,13,6,15120,1,b,1
2040-05-23,9,1,3937,0,a,1
2040-05-24,1,3,9138,0,c,0
2040-05-25,14,4,6141,0,a,0
2040-05-26,16,6,18105,1,a,1
2040-05-27,15,6,18307,0,b,1
2040-05-28,1,7,1835,1,b,0
2040-05-29,17,6,19877,0,0,1
2040-05-30,13,3,3979,1,a,0
2040-05-31,15,3,11517,1,b,1
2040-06-01,16,1,13116,1,c,1
2040-06-02,16,6,3424,0,0,1
2040-06-03,2,7,15567,1,0,0
2040-06-04,17,4,17104,0,c,1
2040-06-05,11,5,15927,0,b,1
2040-06-06,8,6,5521,0,a,0
2040-06-07,3,1,12318,1,0,0
2040-06-08,12,1,15280,0,c,0
2040-06-09,16,4,15776,1,c,0
2040-06-10,14,7,19760,0,c,0
2040-06-11,16,2,16180,0,c,0
2040-06-12,17,1,17837,0,0,0
2040-06-13,11,3,4459,0,a,0
2040-06-14,17,3,2148,0,b,1
2040-06-15,19,5,17906,0,c,1
2040-06-16,1,1,5577,0,c,1
2040-06-17,12,7,17505,1,a,1
2040-06-18,15,5,16672,0,a,0
2040-06-19,18,1,7630,0,b,0
2040-06-20,14,4,4722,1,0,0
2040-06-21,1,6,6930,1,a,0
2040-06-22,13,7,14388,1,0,0
2040-06-23,15,1,4642,0,0,1
2040-06-24,7,7,8421,1,c,1
2040-06-25,15,2,8047,0,0,0
2040-06-26,10,7,14554,1,c,1
2040-06-27,14,7,6588,0,c,0
2040-06-28,6,3,16260,1,b,0
2040-06-29,14,4,10316,0,0,1
2040-06-30,12,6,10849,0,a,1
2040-07-01,11,6,10945,0,a,0
2040-07-02,19,3,13794,1,a,1
2040-07-03,2,7,5332,1,b,0
2040-07-04,1,6,16329,1,c,0
2040-07-05,8,5,16698,1,c,1
2040-07-06,14,4,15841,1,a,0
2040-07-07,9,2,17548,0,c,0
2040-07-08,2,3,7989,1,c,1
2040-07-09,5,1,19340,0,b,0
2040-07-10,8,1,4860,0,0,0
2040-07-11,16,1,2768,0,0,1
2040-07-12,16,4,14743,0,b,1
2040-07-13,13,2,7226,1,b,1
2040-07-14,15,6,13718,1,c,0
2040-07-15,1,2,12888,1,b,0
2040-07-16,3,2,7621,1,c,1
2040-07-17,6,3,18166,1,0,1
2040-07-18,14,4,1140,1,b,0
2040-07-19,4,1,18103,0,c,1
2040-07-20,18,3,2650,1,0,0
2040-07-21,15,6,8885,0,0,0
2040-07-22,9,2,15264,0,a,1
2040-07-23,18,7,2015,0,0,0
2040-07-24,3,1,15690,0,b,1
2040-07-25,10,4,9534,1,b,0
2040-07-26,17,5,7292,1,c,0
2040-07-27,7,2,11775,0,b,0
2040-07-28,15,2,17371,1,0,1
2040-07-29,1,2,19207,0,c,0
2040-07-30,11,2,17394,0,0,0
2040-07-31,17,1,16547,0,a,1
2040-08-01,5,4,10305,0,c,1
2040-08-02,7,3,9813,1,a,0
2040-08-03,19,1,1900,0,c,1
2040-08-04,15,4,4747,1,b,0
2040-08-05,3,3,13256,0,0,0
2040-08-06,15,2,18855,1,c,0
2040-08-07,5,4,4103,1,b,0
2040-08-08,12,2,9518,1,b,0
2040-08-09,5,7,1073,0,b,0
2040-08-10,3,4,17634,0,a,1
2040-08-11,9,6,3497,1,b,0
2040-08-12,9,5,9487,1,c,0
2040-08-13,7,2,17681,0,a,1
2040-08-14,2,2,13799,1,0,0
2040-08-15,16,2,7517,1,b,0
2040-08-16,9,6,12816,1,c,0
2040-08-17,13,1,14405,0,c,0
