id_cliente,renda_mensal,idade,score_credito,tempo_emprego,num_cartoes,percentual_comprometido,pagamentos_atraso,valor_divida,risco_credito
4011,1658.78,55,308,12.7,1,0.28,7,6450.63,0
4012,8446.3,47,543,3.9,5,0.87,6,42282.88,0
4013,14246.11,44,692,17.3,4,0.14,5,36601.43,0
4014,4675.27,56,826,13.5,5,0.88,1,20806.83,0
4015,13188.59,32,336,4.9,7,0.4,7,44442.59,0
4016,5936.73,43,477,11.8,7,0.28,7,17572.91,0
4017,17835.64,18,371,35.5,2,0.3,4,31692.27,0
4018,18018.11,73,651,12.1,8,0.33,2,31716.72,1
4019,6648.46,21,448,28.6,5,0.51,7,9216.59,0
4020,5369.88,46,404,24.5,6,0.35,4,14242.59,0
4021,8814.78,74,520,17.1,8,0.65,2,45800.35,0
4022,5570.1,18,673,9.6,6,0.43,8,9170.74,0
4023,13775.29,60,817,14.8,9,0.67,8,8678.73,0
4024,16695.23,67,559,23.7,8,0.6,6,23980.77,0
4025,13788.75,63,598,14.0,0,0.24,7,4609.87,0
4026,16662.66,39,341,8.6,0,0.81,4,44731.31,0
4027,8542.85,28,791,4.7,2,0.8,4,5007.46,0
4028,3970.02,27,738,35.2,8,0.99,4,30827.87,0
4029,15021.07,34,346,17.6,0,0.18,1,16989.09,0
4030,7849.02,53,384,25.0,0,0.85,2,40213.64,0
4031,13754.15,73,357,19.6,4,0.87,7,29490.54,0
4032,6142.23,64,508,34.9,7,0.64,5,19415.31,0
4033,2543.36,43,547,21.9,1,0.51,8,49193.65,0
4034,19859.05,65,510,19.2,3,0.96,6,3311.55,0
4035,3967.83,38,338,37.0,5,0.97,5,28889.32,0
4036,19780.0,30,551,28.8,0,0.64,3,49478.42,0
4037,19568.32,26,712,4.5,3,0.36,6,34547.63,0
4038,16082.54,28,745,7.1,3,0.82,3,36988.48,0
4039,13529.04,28,351,31.5,8,0.09,6,1604.56,0
4040,11978.33,23,673,33.4,8,0.29,4,1068.16,0
4041,17455.93,18,825,21.8,5,0.99,1,1805.51,0
4042,6499.35,71,455,22.2,7,0.81,6,49586.2,0
4043,9885.94,23,841,25.3,9,0.94,7,48975.99,0
4044,12768.41,30,389,17.6,3,0.59,9,16725.45,0
4045,8812.62,39,650,27.2,9,0.41,1,14549.09,0
4046,9122.24,73,368,4.3,7,0.98,5,7297.94,0
4047,7275.41,48,462,38.5,2,0.31,3,16457.01,0
4048,11720.4,39,541,30.0,1,0.76,4,18507.5,0
4049,17160.92,54,794,25.2,5,0.56,0,37414.14,0
4050,4829.04,64,682,12.7,4,0.23,5,43314.68,0
4051,18754.23,44,351,6.4,7,0.02,7,37336.76,0
4052,14092.67,67,362,16.4,0,0.38,1,32323.76,0
4053,16642.19,69,808,26.5,9,0.55,0,38295.0,0
4054,11567.62,31,591,25.3,2,0.18,8,36924.87,0
4055,15810.82,64,390,15.3,6,0.41,1,23787.48,0
4056,1307.81,22,723,24.5,9,0.62,7,16792.57,0
4057,16549.23,53,664,32.5,3,0.71,4,14139.04,0
4058,1762.64,49,449,1.1,9,0.05,1,33967.77,0
4059,17908.35,51,570,18.0,4,0.66,4,47965.21,0
4060,19847.29,24,415,30.3,7,0.06,8,29052.74,0
4061,6587.28,59,815,21.8,0,0.03,5,45626.33,0
4062,4996.05,65,540,26.1,0,0.15,2,711.47,0
4063,15541.9,27,329,20.7,6,0.65,7,39723.53,0
4064,5807.5,67,442,39.7,8,0.05,0,42680.13,0
4065,17445.69,34,625,2.2,3,0.02,8,31549.69,0
4066,2954.01,47,315,19.6,7,0.12,8,46703.05,0
4067,3393.15,38,410,3.7,9,0.95,3,29495.65,0
4068,19603.88,30,406,6.4,6,0.91,7,12026.85,0
4069,13802.94,18,678,15.3,1,0.09,2,10785.86,1
4070,17090.86,18,461,6.2,4,0.3,5,27791.81,0
4071,7162.26,64,582,38.5,8,0.95,9,45324.2,0
4072,13853.19,50,568,37.9,8,0.1,9,3618.4,0
4073,12290.59,55,783,13.4,2,0.09,7,30219.53,0
4074,12459.85,42,372,25.6,2,0.09,8,38490.17,0
4075,13968.12,43,496,21.4,1,0.98,7,5770.1,0
4076,11931.82,30,542,32.6,6,0.74,8,5838.48,0
4077,9152.19,45,558,25.1,5,0.21,3,18306.4,0
4078,6242.53,50,448,0.0,4,0.05,9,13694.06,0
4079,15603.05,54,689,30.5,6,0.97,0,9915.71,0
4080,5299.18,58,715,29.9,3,0.43,6,9934.71,0
4081,14154.73,47,725,20.4,4,0.6,9,6533.45,0
4082,5433.32,74,516,36.1,8,0.28,3,30542.7,0
4083,12881.27,66,385,36.3,8,0.76,0,34406.28,0
4084,15194.49,65,515,21.0,3,0.2,2,35146.81,0
4085,5155.56,25,722,24.3,5,0.79,6,26617.7,0
4086,2138.92,66,619,39.9,1,0.23,2,47645.31,1
4087,3488.5,64,417,12.0,2,0.1,0,44026.64,0
4088,12513.94,73,714,13.0,8,0.48,6,47881.56,0
4089,17139.48,18,339,7.3,5,0.81,7,19439.77,0
4090,1854.94,29,460,35.8,7,0.38,4,43889.16,0
4091,14948.87,22,836,29.8,4,0.03,5,38143.73,0
4092,7485.05,41,719,4.2,1,0.55,2,16998.65,0
4093,10092.04,23,394,39.3,6,0.68,4,5329.66,0
4094,18648.33,42,741,29.2,5,0.74,2,34131.06,0
4095,7307.46,18,765,34.0,1,0.4,1,6822.62,0
4096,9841.4,42,587,1.9,5,0.1,6,14688.79,0
4097,1259.97,18,711,20.2,7,0.58,9,25018.23,0
4098,2550.38,49,699,27.9,0,0.33,6,33994.13,0
4099,5913.24,59,827,21.7,3,0.95,7,46311.38,0
4100,1529.19,59,317,26.7,0,0.5,0,29662.0,0
4101,12996.13,20,435,32.7,1,0.47,1,33570.65,0
4102,9101.57,66,763,15.0,0,0.31,1,15500.69,1
4103,11414.76,36,547,33.9,5,0.34,2,34364.63,0
4104,4318.3,60,300,6.5,5,0.51,6,21889.51,0
4105,6622.71,46,680,10.8,0,0.31,6,42846.56,0
4106,13612.67,67,808,1.7,3,0.89,6,19622.53,0
4107,19340.75,19,759,14.6,3,0.44,0,23413.6,0
4108,1957.92,26,804,15.2,7,0.29,1,21629.39,1
4109,17917.3,73,775,32.2,5,0.16,7,40556.14,0
4110,11960.74,34,331,26.1,1,0.67,8,47684.96,0
4111,11714.47,63,417,17.5,4,0.03,9,16363.82,0
4112,10505.29,53,483,26.1,3,0.45,6,23751.4,0
4113,2318.49,34,490,2.1,9,0.55,0,35296.31,0
4114,2707.66,66,373,7.2,3,0.34,3,44769.08,0
4115,12417.33,29,402,25.1,7,0.75,9,24685.03,0
4116,7478.21,37,719,25.7,4,0.68,7,5444.68,0
4117,18428.09,67,772,31.0,2,0.97,4,18433.57,0
4118,8725.22,20,413,16.1,9,0.51,0,27518.09,0
4119,3722.35,60,678,28.9,3,0.54,6,20876.23,0
4120,14579.66,74,612,27.4,0,0.25,5,9327.79,0
4121,6573.72,67,629,38.5,5,0.39,8,1849.47,0
4122,10983.94,21,638,8.6,9,0.03,3,34370.43,0
4123,14258.82,34,537,22.1,3,0.69,3,49636.86,0
4124,18105.02,67,472,24.1,5,0.31,7,45960.33,0
4125,16051.63,54,378,39.9,1,0.54,3,34163.55,0
4126,13850.86,63,763,8.0,4,0.25,2,42076.49,1
4127,13913.03,59,800,20.9,8,0.62,6,12786.38,0
4128,18972.57,32,584,13.8,7,0.45,4,31121.72,0
4129,6620.66,50,522,21.0,2,0.48,8,3030.21,0
4130,1021.13,33,565,9.3,0,0.94,4,35359.2,0
4131,6167.14,28,672,1.9,9,0.71,8,48493.62,0
4132,5139.94,72,532,22.9,2,0.26,5,43039.87,0
4133,13574.86,37,535,13.4,7,0.5,5,26722.04,0
4134,13040.52,55,613,7.3,2,0.47,5,39437.01,0
4135,12275.77,41,679,13.0,4,0.8,6,47194.94,0
4136,1308.63,71,719,2.0,1,0.83,3,10800.88,0
4137,14846.78,33,351,38.0,0,0.28,3,39662.93,0
4138,7147.08,47,808,23.2,9,0.82,8,13492.35,0
4139,13636.06,51,504,32.6,4,0.18,6,43847.37,0
4140,11574.99,18,556,16.9,4,0.76,9,4917.73,0
4141,7511.89,41,484,36.1,5,0.25,5,8910.92,0
4142,3556.95,41,444,19.3,1,0.3,0,36030.82,0
4143,2793.96,26,313,23.0,8,0.85,6,8738.88,0
4144,16798.85,39,545,19.7,1,0.42,5,7902.72,0
4145,18449.55,29,486,29.3,1,0.99,3,27773.34,0
4146,13345.97,34,636,22.7,4,0.15,7,41749.36,0
4147,2965.25,42,558,10.9,8,0.46,6,13423.37,0
4148,8638.52,45,339,5.8,3,0.73,7,42056.91,0
4149,14849.84,32,717,24.2,5,0.01,8,40397.67,0
4150,15816.6,47,650,19.6,1,0.15,0,28955.27,1
4151,3246.15,68,308,3.8,3,0.02,2,32328.14,0
4152,1000.58,44,649,15.8,8,0.99,1,2022.06,0
4153,14530.6,39,383,20.6,1,0.76,2,18356.78,0
4154,7775.33,27,832,33.1,0,0.37,1,13169.75,1
4155,5835.15,48,657,3.0,3,0.16,5,7500.19,0
4156,1245.05,44,677,13.9,3,0.09,8,19482.97,0
4157,11265.69,29,471,32.9,0,0.53,1,17745.21,0
4158,17171.86,63,324,25.9,3,0.98,3,36444.58,0
4159,19195.0,48,692,11.6,2,0.67,4,29904.82,0
4160,11749.15,49,402,33.8,1,0.37,4,45655.0,0
4161,10774.77,49,535,19.7,9,0.5,0,7270.38,0
4162,2616.07,58,709,19.9,3,1.0,5,2987.43,0
4163,11428.58,62,848,39.1,7,0.52,4,26730.39,0
4164,8219.6,52,631,37.9,6,0.96,5,51.36,0
4165,12535.57,70,831,14.3,8,0.02,3,39385.95,0
4166,8385.8,63,328,5.6,7,0.72,5,25298.64,0
4167,5565.68,38,842,13.0,0,0.63,8,24403.28,0
4168,2804.34,27,318,1.2,1,0.69,0,18124.8,0
4169,6983.45,33,447,0.8,1,0.57,5,18748.69,0
4170,2836.25,24,770,15.8,7,0.04,0,21556.68,1
4171,4361.04,21,790,37.6,3,0.15,6,801.62,0
4172,19759.39,44,582,34.9,8,0.92,3,4177.29,0
4173,9437.97,69,412,20.5,1,0.23,5,25252.4,0
4174,11105.56,72,754,22.6,3,0.99,6,7506.11,0
4175,17598.75,42,629,0.2,0,0.68,4,38938.13,0
4176,19915.81,48,554,8.6,2,0.44,8,13724.26,0
4177,12071.57,28,698,1.0,5,0.92,7,4894.98,0
4178,16437.0,65,807,30.2,8,0.79,2,11760.5,0
4179,7211.88,37,765,5.8,0,0.43,0,17854.91,0
4180,6809.14,53,706,34.8,4,0.07,9,1765.83,0
4181,8651.37,71,397,25.7,1,0.87,7,7083.78,0
4182,13777.64,71,589,9.2,6,0.77,3,16192.34,0
4183,13961.64,72,455,6.3,3,0.79,6,15524.02,0
4184,6989.55,34,461,25.1,4,0.74,3,40019.33,0
4185,3530.99,62,396,36.0,7,0.28,6,42162.77,0
4186,13015.53,28,676,28.7,1,0.86,0,9670.93,0
4187,3438.19,47,749,13.9,2,0.0,0,6196.99,1
4188,11991.36,52,416,23.5,4,0.24,1,31708.12,0
4189,14175.02,58,805,12.4,9,0.05,4,40231.18,0
4190,14311.62,55,488,40.0,3,0.11,9,48186.15,0
4191,15315.97,39,775,30.0,4,0.53,5,339.81,0
4192,17584.33,70,622,24.6,2,0.04,1,20683.91,1
4193,10499.22,60,479,16.9,8,0.18,0,36699.39,0
4194,14874.73,65,480,24.7,7,0.23,8,41427.96,0
4195,12764.28,68,586,13.7,5,0.66,6,3114.3,0
4196,4546.16,44,774,1.2,0,0.47,7,34030.73,0
4197,1488.1,54,561,15.8,3,0.46,5,14446.94,0
4198,6406.29,63,822,37.2,6,0.77,8,3729.85,0
4199,9417.64,66,461,25.1,9,0.46,7,24455.13,0
4200,12725.01,52,786,3.4,4,0.35,3,7907.67,0
4201,17149.23,21,480,35.4,3,0.96,4,36850.38,0
4202,4728.67,33,768,10.8,8,0.01,1,37063.09,1
4203,3385.45,33,320,9.8,7,0.31,0,42103.39,0
4204,19306.12,38,574,11.9,2,0.61,5,18878.43,0
4205,3052.85,43,559,23.1,5,0.78,2,665.49,0
4206,10091.33,74,632,21.8,3,0.82,3,12986.8,0
4207,12125.71,53,765,19.7,6,0.05,0,23390.58,1
4208,11286.11,36,415,28.7,0,0.71,5,34700.56,0
4209,2634.61,34,712,12.7,0,0.72,7,19102.03,0
4210,2083.51,62,836,31.3,5,0.21,9,26802.42,0
4211,3004.19,43,556,7.0,9,0.11,3,26213.18,0
4212,12126.17,39,467,31.3,6,0.75,9,8249.12,0
4213,11342.55,72,832,26.6,8,0.25,7,31152.48,0
4214,5441.08,73,314,27.3,6,0.0,9,21962.59,0
4215,13117.71,45,349,19.3,8,0.22,2,40395.94,0
4216,16581.28,18,603,26.7,9,0.03,6,34530.56,0
4217,1790.0,61,786,3.2,8,0.25,2,5573.46,1
4218,10464.47,53,715,34.1,7,0.34,5,24437.92,0
4219,14096.9,60,604,2.2,6,0.27,3,35124.72,0
4220,5793.93,54,495,5.9,2,0.92,5,4350.59,0
4221,6847.65,19,687,23.1,2,0.23,6,39624.85,0
4222,12659.12,34,754,29.6,4,0.47,7,11100.23,0
4223,18060.77,57,609,3.1,6,0.96,5,25154.24,0
4224,16388.56,55,426,36.8,9,0.88,3,47028.06,0
4225,12079.47,38,474,38.9,6,0.31,8,28566.71,0
4226,14874.21,26,433,24.2,0,0.33,6,21202.72,0
4227,7931.63,30,365,19.2,7,0.59,8,339.75,0
4228,13178.35,28,692,29.7,0,0.92,2,6670.68,0
4229,9857.45,33,664,13.1,3,0.01,4,28933.19,0
4230,4608.79,33,578,19.7,1,0.39,0,24691.25,0
4231,14333.03,19,662,36.6,4,0.85,7,18191.46,0
4232,11572.83,59,470,38.2,5,0.41,0,46160.79,0
4233,7813.81,61,350,37.1,3,0.72,0,16624.13,0
4234,18315.44,25,627,10.5,3,0.69,6,26857.54,0
4235,1397.75,60,444,9.3,6,0.21,7,28435.67,0
4236,6999.69,59,573,11.9,3,0.45,2,26373.42,0
4237,2080.75,30,454,17.7,1,0.57,1,23879.27,0
4238,15564.02,74,807,12.6,3,0.72,6,16853.19,0
4239,14340.04,34,662,15.0,6,0.82,9,45438.18,0
4240,7295.69,56,624,24.8,0,0.76,4,22540.16,0
4241,13837.6,41,597,30.5,3,0.03,0,26422.44,0
4242,8522.81,20,793,29.4,5,0.67,1,32823.9,0
4243,15368.82,47,845,32.6,7,0.5,2,3382.8,0
4244,9629.49,69,603,1.3,7,0.57,5,39064.41,0
4245,8833.31,30,766,1.9,8,0.37,0,25625.37,1
4246,18759.87,36,538,31.6,4,0.71,7,32858.85,0
4247,5766.7,24,816,21.3,1,0.67,1,38600.6,0
4248,3288.5,26,475,23.1,2,0.58,4,43704.97,0
4249,12106.32,36,709,2.1,1,0.86,7,19611.02,0
4250,19417.11,62,663,10.2,8,0.1,4,40571.49,0
4251,8178.95,71,322,25.5,5,0.3,7,12941.84,0
4252,2178.7,57,617,34.4,0,0.5,5,33016.78,0
4253,7446.8,39,824,36.7,2,0.96,6,5135.37,0
4254,10612.7,35,575,20.0,6,0.07,7,1001.52,0
4255,4076.54,40,528,21.8,6,0.34,2,4788.16,0
4256,13503.94,19,407,33.3,4,0.93,4,15969.12,0
4257,19957.24,67,475,21.5,2,0.9,9,1554.73,0
4258,9583.05,67,619,20.7,6,0.87,6,31524.56,0
4259,7739.84,28,585,36.2,4,0.31,8,15827.23,0
4260,8613.38,48,628,31.6,5,0.85,5,36818.8,0
4261,3187.78,50,655,36.4,2,0.51,9,2295.76,0
4262,17782.2,31,313,8.7,5,0.62,0,10835.08,0
4263,8881.69,33,574,21.0,6,0.24,7,20400.17,0
4264,8358.21,28,370,33.7,7,0.71,5,19132.58,0
4265,13534.12,50,494,4.4,1,0.33,0,6549.93,0
4266,9398.63,24,822,31.8,1,0.34,3,49706.84,0
4267,13316.44,48,405,7.3,5,0.64,5,14221.98,0
4268,2167.48,65,495,32.3,7,0.24,9,36051.6,0
4269,16460.74,63,444,24.5,4,0.22,0,11001.33,0
4270,18869.58,64,649,7.7,0,0.37,9,43892.56,0
4271,13326.54,31,723,18.9,0,0.78,4,19387.92,0
4272,19136.75,45,770,27.3,9,0.22,2,45045.12,1
4273,3877.21,70,515,25.4,8,0.79,6,17091.75,0
4274,10070.91,60,392,17.1,3,0.7,7,432.19,0
4275,12434.33,33,559,36.0,9,0.68,2,25851.02,0
4276,12053.0,36,840,20.8,0,0.47,9,26239.4,0
4277,8627.77,34,584,20.2,7,0.75,2,5991.71,0
4278,7423.6,43,783,2.5,1,0.01,2,11748.18,1
4279,3409.66,23,671,36.9,1,0.31,5,39174.78,0
4280,8443.11,60,369,7.1,0,0.68,5,1837.79,0
4281,4090.56,66,678,21.1,0,0.99,2,24476.33,0
4282,14952.95,26,578,32.1,8,0.0,5,26520.41,0
4283,4967.79,67,601,8.6,0,0.51,8,34435.6,0
4284,2112.74,34,554,21.1,5,0.92,7,1872.81,0
4285,11494.96,48,563,9.6,6,0.86,6,29282.32,0
4286,12309.36,29,723,30.4,3,0.02,6,154.9,0
4287,17566.35,40,512,22.6,4,0.53,7,13258.92,0
4288,11962.65,71,399,34.2,3,0.0,6,24984.21,0
4289,7564.14,71,411,35.8,3,0.79,2,45564.07,0
4290,16257.23,22,607,25.9,9,0.31,7,6329.49,0
4291,11265.3,60,774,29.0,0,0.77,7,8464.46,0
4292,2506.33,53,847,22.0,5,0.94,0,33462.5,0
4293,11751.16,53,411,15.4,9,0.98,9,18743.08,0
4294,18252.35,20,386,25.9,9,0.89,4,31171.07,0
4295,8529.94,41,482,36.3,6,0.2,4,49872.71,0
4296,6630.19,72,464,16.7,6,0.19,0,49343.58,0
4297,3725.92,74,389,12.6,7,0.63,5,17685.68,0
4298,3877.46,34,754,15.5,6,0.54,5,25196.27,0
4299,9222.66,56,537,17.4,5,0.01,3,45234.51,0
4300,12317.92,43,833,2.9,7,0.39,5,4608.38,0
4301,2531.69,21,357,19.9,2,0.91,5,22615.2,0
4302,18851.8,72,841,19.8,8,0.9,0,18878.87,0
4303,15347.54,62,701,23.5,2,0.2,4,14744.14,0
4304,12145.85,29,818,14.5,3,0.38,1,49710.21,1
4305,16740.33,18,496,24.5,9,0.56,6,36677.46,0
4306,2523.55,38,345,35.1,5,0.85,8,19437.35,0
4307,10059.94,36,829,38.2,7,0.53,8,41451.09,0
4308,12971.77,38,696,23.3,2,0.97,8,24483.31,0
4309,16744.41,69,373,1.7,9,0.8,6,43641.22,0
4310,15885.92,35,715,38.8,5,0.95,6,13318.99,0
4311,6264.32,60,634,28.2,4,0.73,0,11180.01,0
4312,18876.72,69,595,13.4,4,0.88,5,12364.33,0
4313,3362.57,20,383,5.9,4,0.83,4,26924.03,0
4314,17627.54,66,314,5.7,8,0.25,7,14565.67,0
4315,19447.86,61,433,6.7,6,0.23,7,7355.98,0
4316,4365.92,49,777,1.8,8,0.86,3,49731.4,0
4317,14719.26,27,618,36.1,8,0.08,0,45021.66,1
4318,1765.42,57,691,21.6,5,0.41,5,31750.62,0
4319,8703.03,32,778,28.0,5,0.82,9,44577.14,0
4320,10809.38,22,667,33.1,3,0.81,0,46773.14,0
4321,12032.26,21,666,31.7,7,0.14,4,33805.41,0
4322,18782.81,45,587,35.3,1,0.49,4,25933.99,0
4323,13772.76,70,677,38.7,4,0.48,2,44100.09,0
4324,10144.28,69,762,17.6,0,0.32,4,28389.85,0
4325,16383.83,68,312,38.0,9,0.92,5,6340.03,0
4326,19060.12,70,835,28.9,1,0.65,4,18342.8,0
4327,1419.26,21,467,2.8,0,0.98,0,22296.05,0
4328,19667.9,32,569,27.3,5,0.07,6,46768.45,0
4329,2636.51,34,369,27.5,1,0.39,2,32959.27,0
4330,16473.35,61,617,36.2,3,0.84,6,43763.88,0
4331,6326.36,20,675,14.9,4,0.42,4,37879.59,0
4332,3511.41,27,388,23.4,6,0.26,2,15493.04,0
4333,9357.26,64,556,0.5,9,1.0,5,35935.45,0
4334,13235.18,59,516,13.3,0,0.87,0,9764.99,0
4335,8238.09,73,749,2.5,4,0.55,5,20407.29,0
4336,2036.74,40,843,20.9,3,0.56,3,40304.59,0
4337,12389.76,35,440,32.7,6,0.01,3,30596.46,0
4338,18145.66,18,460,8.3,9,0.98,4,41270.63,0
4339,8281.09,52,331,21.1,6,0.81,8,12735.18,0
4340,5110.32,70,451,8.2,7,0.04,0,37487.44,0
4341,9408.97,48,559,4.8,3,0.18,2,10116.22,0
4342,1918.89,61,578,20.4,3,0.82,3,27265.21,0
4343,16589.26,18,584,3.2,9,0.09,1,21676.73,0
4344,16700.48,20,841,23.5,4,0.94,8,27823.79,0
4345,12172.01,20,447,1.3,4,1.0,6,6776.67,0
4346,7708.95,54,366,4.3,2,0.89,0,18061.39,0
4347,16195.88,36,578,22.0,4,0.74,8,33345.19,0
4348,11539.05,46,742,23.7,4,0.49,5,27926.54,0
4349,16692.71,42,698,1.2,7,0.08,1,27448.49,1
4350,12997.72,50,427,22.9,6,0.73,0,25541.51,0
4351,15903.7,53,636,33.5,7,0.4,5,47194.25,0
4352,12372.7,46,781,28.9,4,0.57,6,46728.48,0
4353,8868.68,43,485,5.2,1,0.29,9,18007.25,0
4354,19200.97,21,468,23.7,7,0.24,5,17594.75,0
4355,11281.16,66,559,26.9,8,0.32,6,27744.92,0
4356,12496.7,31,806,1.5,1,0.81,5,4780.31,0
4357,5189.27,67,820,34.2,0,0.43,7,15150.34,0
4358,12887.36,44,770,36.3,5,0.31,1,11543.38,1
4359,11860.55,50,460,34.0,2,0.43,8,11169.48,0
4360,4511.93,39,588,33.0,0,0.03,8,31925.28,0
4361,2132.15,65,639,29.8,5,0.89,8,19217.52,0
4362,12482.83,20,801,25.3,7,0.55,6,8558.22,0
4363,15510.15,40,405,27.1,8,0.1,8,44378.59,0
4364,10944.63,38,774,32.3,5,0.29,0,43707.43,1
4365,5308.68,58,762,26.5,5,0.98,2,43123.15,0
4366,13663.92,40,782,13.1,0,0.59,1,19537.25,0
4367,2522.01,21,452,15.0,4,0.29,0,2849.12,0
4368,9394.84,38,448,35.9,2,0.43,4,5337.1,0
4369,4103.97,54,487,0.7,6,0.26,0,13802.4,0
4370,4504.72,60,430,28.0,8,0.03,2,10998.5,0
4371,4843.59,48,751,38.2,5,0.84,5,43699.28,0
4372,8347.43,38,815,28.2,4,0.29,5,49317.91,0
4373,1971.85,43,790,39.8,6,0.84,2,40833.68,0
4374,8558.08,58,775,27.5,8,0.48,3,36492.45,0
4375,10722.44,52,562,1.4,4,0.18,6,29431.21,0
4376,10182.59,55,837,33.1,4,0.8,5,38495.41,0
4377,8272.9,41,758,11.4,9,0.38,1,47351.67,1
4378,16943.79,28,835,17.8,3,0.71,8,30067.23,0
4379,3761.21,58,594,12.5,4,0.84,5,7730.66,0
4380,10608.24,46,734,10.7,6,0.96,1,8192.92,0
4381,2178.79,64,574,17.3,2,0.09,6,29193.14,0
4382,2351.96,72,607,15.2,3,0.01,9,16673.43,0
4383,11903.45,20,675,25.3,8,0.55,9,45512.37,0
4384,11754.35,18,457,32.5,1,0.26,3,30582.12,0
4385,17682.64,69,503,11.9,7,0.47,0,33824.63,0
4386,11599.6,71,374,8.5,8,0.07,9,291.04,0
4387,19236.03,36,679,26.7,4,0.5,8,24942.43,0
4388,1925.2,63,603,26.8,6,0.12,9,21558.24,0
4389,2862.15,66,361,36.0,5,0.84,7,35293.59,0
4390,1837.25,39,407,0.6,0,0.76,4,19131.93,0
4391,4520.26,31,486,34.1,7,0.07,2,48828.75,0
4392,11284.13,66,528,20.8,8,0.84,3,33510.16,0
4393,13265.87,74,347,24.9,9,0.32,2,32995.92,0
4394,1866.12,31,567,3.7,0,0.35,9,45967.06,0
4395,18973.45,61,553,17.3,7,0.18,7,49760.24,0
4396,17001.14,33,386,9.1,2,0.84,4,9891.03,0
4397,6635.64,50,480,10.2,5,0.4,7,40526.66,0
4398,2466.56,30,324,20.2,9,0.05,0,8115.97,0
4399,4227.85,55,687,32.5,7,0.97,8,22852.17,0
4400,3411.94,66,521,29.8,4,0.26,9,5009.27,0
4401,3342.39,29,696,23.6,7,0.94,2,31168.55,0
4402,10852.67,72,810,21.6,6,0.3,0,23425.91,1
4403,5671.1,68,739,17.1,6,0.83,2,31434.95,0
4404,7804.65,55,474,38.9,6,0.66,1,33898.04,0
4405,19800.6,56,610,22.4,8,0.86,6,30971.61,0
4406,14001.97,50,573,10.2,5,0.98,9,14701.46,0
4407,19030.63,50,334,9.2,5,0.87,3,41847.96,0
4408,3708.57,46,516,24.5,8,0.4,6,27584.31,0
4409,8260.65,22,707,20.9,5,0.81,2,24492.56,0
4410,11539.9,23,818,0.3,6,0.71,5,49353.19,0
4411,2458.4,48,568,33.2,6,0.06,6,14175.4,0
4412,1079.56,33,774,28.2,1,0.93,6,26401.52,0
4413,13738.25,48,624,26.5,7,0.47,4,34116.23,0
4414,13194.57,42,655,2.8,5,0.13,5,6261.3,0
4415,8804.99,65,389,14.5,3,0.43,2,17711.99,0
4416,10303.24,63,341,37.4,6,0.6,3,40084.44,0
4417,8893.42,50,664,34.5,7,0.57,5,11837.91,0
4418,1456.1,30,501,11.4,0,0.57,2,24664.52,0
4419,7372.06,69,665,6.3,9,0.26,6,31531.53,0
4420,4364.56,27,587,18.0,3,0.63,2,33558.12,0
4421,2870.06,41,780,14.2,3,0.91,8,36415.52,0
4422,19177.69,27,800,27.3,9,0.39,3,43298.87,0
4423,12387.83,58,351,38.7,8,0.63,1,19642.97,0
4424,14844.47,48,402,14.5,5,0.24,5,35331.6,0
4425,6991.91,30,660,2.5,3,0.05,8,36608.73,0
4426,8469.8,20,723,35.9,0,0.59,9,15013.71,0
4427,5501.56,67,504,1.5,7,0.05,9,48407.9,0
4428,2842.35,69,313,38.1,8,0.72,1,43260.96,0
4429,4401.6,51,769,26.6,4,0.67,3,14493.07,0
4430,16152.77,66,765,37.7,4,0.37,4,33753.43,0
4431,13873.37,45,603,8.0,9,0.41,8,35890.03,0
4432,11391.65,36,726,1.6,7,0.92,6,21574.18,0
4433,10026.71,40,409,19.5,7,0.01,4,43187.16,0
4434,18526.25,62,814,18.0,4,0.56,5,34511.47,0
4435,2381.96,49,367,13.3,3,0.92,8,32907.73,0
4436,6331.42,30,545,38.3,5,0.91,3,11042.02,0
4437,7648.82,50,688,32.9,9,0.58,1,20392.12,0
4438,15866.09,51,607,26.5,4,0.38,4,21696.12,0
4439,19857.78,50,651,6.5,7,0.1,6,36683.05,0
4440,5572.74,73,365,29.4,8,0.17,3,30919.73,0
4441,17611.84,22,759,29.1,0,0.68,0,4293.03,0
4442,16781.83,73,646,17.0,8,0.02,7,15384.9,0
4443,5268.49,20,624,37.0,8,0.88,4,23652.38,0
4444,8587.32,24,332,6.7,5,0.59,9,36836.65,0
4445,8783.78,41,367,10.7,9,0.05,1,37178.46,0
4446,19586.19,39,486,2.5,4,0.24,2,24527.17,0
4447,4436.95,62,491,31.8,6,0.59,9,5846.62,0
4448,16184.0,40,512,24.9,7,0.04,9,14645.17,0
4449,7349.66,47,727,12.6,8,0.78,4,12734.62,0
4450,14886.54,35,650,6.6,8,0.92,3,39051.32,0
4451,8980.21,49,407,1.6,9,0.96,8,8999.32,0
4452,11988.84,73,539,6.7,2,0.73,8,23246.06,0
4453,16819.62,70,515,18.1,7,0.86,7,33535.94,0
4454,16279.15,24,476,9.9,0,0.61,1,48239.31,0
4455,17462.04,50,629,10.4,6,0.46,4,49962.03,0
4456,2132.73,22,749,35.0,4,0.71,7,47646.11,0
4457,14148.96,66,746,20.6,1,0.22,7,35912.12,0
4458,3659.76,45,836,29.2,1,0.11,6,37322.04,0
4459,8900.55,25,478,1.4,7,0.76,3,37960.5,0
